Opp ID,Opp Name,Account Name,Region,Industry,Status,Priority,Win Probability,Order Value,Closing Date,Opportunity Type,Sales Lead Name,Product Name,Opportunity Phase
OPP_370,Opportunity 370,Wayne Enterprises,EMEA,Technology,New,High,38,17342,2023-7-22,Cross-sell,John Doe,Service Cloud,Negotiation
OPP_371,Opportunity 371,Litware Inc,South America,Technology,New,High,74,76573,2024-10-19,Cross-sell,Michael Jones,Marketing Cloud,Closed Lost
OPP_372,Opportunity 372,Litware Inc,EMEA,Healthcare,Closed Won,Low,42,3826,2024-5-22,New Business,Michael Jones,Marketing Cloud,Closed Lost
OPP_373,Opportunity 373,Litware Inc,South America,Healthcare,New,Medium,47,33020,2023-6-18,Upsell,Michael Jones,Marketing Cloud,Negotiation
OPP_374,Opportunity 374,Acme Corp,North America,Technology,New,Low,43,47460,2024-4-11,Upsell,John Doe,Marketing Cloud,Closed Lost
OPP_375,Opportunity 375,Acme Corp,North America,Technology,New,Low,78,14899,2023-8-10,Cross-sell,Michael Jones,Marketing Cloud,Closed Won
OPP_376,Opportunity 376,Wayne Enterprises,South America,Finance,Closed Won,High,55,42058,2024-3-2,Cross-sell,Jane Smith,Salesforce,Qualification
OPP_377,Opportunity 377,Litware Inc,South America,Retail,Closed Won,Low,22,24385,2024-9-5,Upsell,Jane Smith,Marketing Cloud,Qualification
OPP_378,Opportunity 378,Acme Corp,North America,Retail,Pending,High,75,97889,2023-12-16,Upsell,Michael Jones,Salesforce,Negotiation
OPP_379,Opportunity 379,Litware Inc,South America,Finance,Pending,High,54,80724,2024-4-3,Upsell,Michael Jones,Marketing Cloud,Closed Won
OPP_380,Opportunity 380,Acme Corp,APAC,Retail,New,Low,39,93521,2023-7-21,Cross-sell,Michael Jones,Marketing Cloud,Qualification
OPP_381,Opportunity 381,Litware Inc,South America,Finance,Closed Lost,Low,61,52656,2023-8-14,New Business,Michael Jones,Salesforce,Proposal/Quote
OPP_382,Opportunity 382,Acme Corp,EMEA,Technology,New,High,51,30858,2023-11-18,New Business,Michael Jones,Salesforce,Closed Won
OPP_383,Opportunity 383,Acme Corp,South America,Retail,Closed Won,Low,28,90645,2024-6-23,New Business,Jane Smith,Service Cloud,Qualification
OPP_384,Opportunity 384,Litware Inc,South America,Finance,Closed Lost,Medium,90,67972,2023-4-17,Cross-sell,Michael Jones,Marketing Cloud,Closed Lost
OPP_385,Opportunity 385,Acme Corp,South America,Technology,Closed Lost,High,28,24910,2024-5-24,Upsell,Jane Smith,Marketing Cloud,Negotiation
OPP_386,Opportunity 386,Wayne Enterprises,North America,Healthcare,Pending,Medium,53,13076,2023-10-25,New Business,Michael Jones,Salesforce,Qualification
OPP_387,Opportunity 387,LexCorp,APAC,Finance,Pending,Low,89,45001,2024-4-5,Cross-sell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_388,Opportunity 388,LexCorp,South America,Healthcare,Closed Lost,Medium,66,61992,2023-2-9,New Business,John Doe,Marketing Cloud,Closed Won
OPP_389,Opportunity 389,LexCorp,APAC,Finance,Closed Won,High,89,89951,2023-11-6,New Business,Michael Jones,Marketing Cloud,Qualification
OPP_390,Opportunity 390,Litware Inc,APAC,Technology,Closed Won,High,24,17776,2024-9-19,New Business,Jane Smith,Salesforce,Qualification
OPP_391,Opportunity 391,LexCorp,South America,Retail,Closed Lost,Low,67,30032,2024-9-5,Upsell,Jane Smith,Service Cloud,Negotiation
OPP_392,Opportunity 392,Wayne Enterprises,North America,Technology,New,High,36,83189,2024-3-8,Cross-sell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_393,Opportunity 393,Wayne Enterprises,South America,Retail,New,High,53,70301,2023-6-27,New Business,Michael Jones,Salesforce,Negotiation
OPP_394,Opportunity 394,Wayne Enterprises,South America,Retail,New,Medium,38,93424,2024-4-15,New Business,Jane Smith,Service Cloud,Proposal/Quote
OPP_395,Opportunity 395,Litware Inc,APAC,Technology,Closed Lost,Low,78,60196,2023-1-15,Upsell,John Doe,Salesforce,Closed Lost
OPP_396,Opportunity 396,LexCorp,APAC,Healthcare,New,Medium,64,30627,2023-12-9,Cross-sell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_397,Opportunity 397,Acme Corp,South America,Technology,Pending,Low,43,69162,2024-9-16,Upsell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_398,Opportunity 398,Litware Inc,APAC,Healthcare,Pending,Medium,70,78111,2024-8-13,New Business,Jane Smith,Salesforce,Closed Won
OPP_399,Opportunity 399,Litware Inc,South America,Healthcare,New,Medium,34,71432,2023-7-25,Cross-sell,John Doe,Salesforce,Negotiation
OPP_400,Opportunity 400,Acme Corp,South America,Technology,Closed Won,High,90,87879,2024-7-18,Cross-sell,John Doe,Service Cloud,Negotiation
OPP_401,Opportunity 401,Litware Inc,APAC,Technology,Closed Lost,Low,81,19136,2023-8-24,Cross-sell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_402,Opportunity 402,Acme Corp,EMEA,Retail,Closed Won,Medium,55,32814,2024-6-8,Upsell,Michael Jones,Salesforce,Qualification
OPP_403,Opportunity 403,LexCorp,EMEA,Healthcare,New,High,38,9929,2024-6-24,New Business,Michael Jones,Salesforce,Proposal/Quote
OPP_404,Opportunity 404,Wayne Enterprises,North America,Retail,Closed Lost,Medium,89,8569,2023-4-3,Upsell,Michael Jones,Service Cloud,Closed Lost
OPP_405,Opportunity 405,Acme Corp,APAC,Healthcare,New,Medium,68,47126,2023-5-7,Upsell,Michael Jones,Marketing Cloud,Closed Lost
OPP_406,Opportunity 406,Wayne Enterprises,APAC,Technology,Closed Won,High,72,62343,2023-9-5,Cross-sell,Jane Smith,Marketing Cloud,Closed Lost
OPP_407,Opportunity 407,Acme Corp,EMEA,Retail,Closed Lost,High,32,22736,2024-2-12,Upsell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_408,Opportunity 408,LexCorp,North America,Finance,Closed Won,Medium,26,11547,2023-5-14,Upsell,Jane Smith,Salesforce,Proposal/Quote
OPP_409,Opportunity 409,Wayne Enterprises,North America,Healthcare,Closed Lost,High,83,7339,2024-9-10,New Business,Michael Jones,Service Cloud,Proposal/Quote
OPP_410,Opportunity 410,Wayne Enterprises,South America,Technology,Closed Lost,Low,48,59272,2023-7-9,Upsell,Jane Smith,Marketing Cloud,Qualification
OPP_411,Opportunity 411,Acme Corp,North America,Retail,Pending,Medium,51,63142,2023-3-12,Cross-sell,John Doe,Salesforce,Qualification
OPP_412,Opportunity 412,Wayne Enterprises,APAC,Finance,Closed Won,Low,85,83517,2023-10-21,Cross-sell,Jane Smith,Marketing Cloud,Closed Won
OPP_413,Opportunity 413,LexCorp,EMEA,Technology,Pending,Medium,65,81944,2024-5-5,New Business,John Doe,Marketing Cloud,Qualification
OPP_414,Opportunity 414,Litware Inc,APAC,Healthcare,Pending,Low,27,17476,2023-3-13,New Business,Michael Jones,Marketing Cloud,Closed Won
OPP_415,Opportunity 415,LexCorp,South America,Retail,Closed Lost,Low,26,88628,2023-5-15,New Business,Michael Jones,Salesforce,Proposal/Quote
OPP_416,Opportunity 416,LexCorp,South America,Retail,New,Medium,73,7040,2024-7-11,Upsell,Michael Jones,Marketing Cloud,Closed Won
OPP_417,Opportunity 417,LexCorp,APAC,Healthcare,Closed Won,High,40,49068,2023-2-6,Cross-sell,Jane Smith,Salesforce,Closed Lost
OPP_418,Opportunity 418,Litware Inc,EMEA,Retail,Closed Lost,Medium,77,82791,2024-2-28,Upsell,John Doe,Service Cloud,Proposal/Quote
OPP_419,Opportunity 419,Wayne Enterprises,EMEA,Technology,New,Medium,23,59137,2024-2-12,New Business,Jane Smith,Salesforce,Closed Lost
OPP_420,Opportunity 420,LexCorp,North America,Healthcare,Closed Lost,Medium,43,17123,2024-7-17,New Business,Jane Smith,Salesforce,Qualification
OPP_421,Opportunity 421,Litware Inc,EMEA,Technology,Pending,High,52,65493,2024-6-11,Cross-sell,John Doe,Marketing Cloud,Closed Won
OPP_422,Opportunity 422,Acme Corp,APAC,Technology,Closed Won,Medium,73,81101,2023-3-2,Upsell,John Doe,Salesforce,Negotiation
OPP_423,Opportunity 423,Litware Inc,South America,Technology,New,High,64,84608,2024-12-22,Upsell,John Doe,Service Cloud,Closed Won
OPP_424,Opportunity 424,LexCorp,North America,Technology,Closed Lost,Medium,79,4580,2023-4-14,Cross-sell,John Doe,Service Cloud,Qualification
OPP_425,Opportunity 425,Acme Corp,South America,Retail,Closed Lost,Low,40,55864,2024-9-20,Cross-sell,John Doe,Marketing Cloud,Qualification
OPP_426,Opportunity 426,Wayne Enterprises,APAC,Healthcare,Closed Lost,Low,76,10686,2023-9-2,New Business,Michael Jones,Salesforce,Proposal/Quote
OPP_427,Opportunity 427,Acme Corp,North America,Technology,New,Medium,65,38656,2024-7-18,Upsell,John Doe,Marketing Cloud,Closed Lost
OPP_428,Opportunity 428,Litware Inc,APAC,Retail,New,Low,75,2182,2023-10-12,Cross-sell,Michael Jones,Service Cloud,Qualification
OPP_429,Opportunity 429,Wayne Enterprises,South America,Retail,Pending,High,71,99929,2023-9-10,Upsell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_430,Opportunity 430,LexCorp,EMEA,Technology,Closed Won,High,67,73464,2023-12-18,Upsell,Michael Jones,Service Cloud,Negotiation
OPP_431,Opportunity 431,Wayne Enterprises,North America,Healthcare,Closed Lost,Low,23,47792,2024-9-10,Upsell,Michael Jones,Service Cloud,Proposal/Quote
OPP_432,Opportunity 432,Litware Inc,South America,Finance,Pending,Medium,45,31470,2024-12-6,Upsell,John Doe,Service Cloud,Closed Won
OPP_433,Opportunity 433,Acme Corp,South America,Finance,Pending,Low,66,29535,2023-7-22,Upsell,Michael Jones,Service Cloud,Negotiation
OPP_434,Opportunity 434,Litware Inc,North America,Retail,Closed Lost,High,29,49407,2024-1-22,Cross-sell,Michael Jones,Marketing Cloud,Closed Won
OPP_435,Opportunity 435,Acme Corp,EMEA,Finance,Pending,High,48,71337,2024-4-20,Upsell,John Doe,Salesforce,Proposal/Quote
OPP_436,Opportunity 436,Acme Corp,South America,Retail,Closed Lost,Medium,37,32221,2024-6-19,Cross-sell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_437,Opportunity 437,Wayne Enterprises,APAC,Finance,Closed Won,Low,44,35437,2024-12-27,Upsell,John Doe,Marketing Cloud,Qualification
OPP_438,Opportunity 438,Acme Corp,APAC,Technology,Closed Won,Medium,81,75668,2023-9-15,Upsell,John Doe,Marketing Cloud,Proposal/Quote
OPP_439,Opportunity 439,Litware Inc,APAC,Technology,Pending,Low,40,90314,2023-2-19,New Business,Jane Smith,Service Cloud,Closed Lost
OPP_440,Opportunity 440,LexCorp,EMEA,Finance,Pending,High,60,25681,2023-12-18,Cross-sell,Jane Smith,Salesforce,Qualification
OPP_441,Opportunity 441,Wayne Enterprises,South America,Retail,New,Low,31,93735,2024-6-22,Upsell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_442,Opportunity 442,Litware Inc,South America,Healthcare,Pending,Medium,45,37904,2023-11-11,Upsell,John Doe,Service Cloud,Closed Lost
OPP_443,Opportunity 443,LexCorp,North America,Technology,Closed Won,Medium,57,85493,2024-3-18,Upsell,John Doe,Marketing Cloud,Closed Lost
OPP_444,Opportunity 444,Litware Inc,EMEA,Healthcare,New,Medium,39,78926,2023-2-26,Cross-sell,Jane Smith,Service Cloud,Closed Won
OPP_445,Opportunity 445,Wayne Enterprises,South America,Healthcare,Pending,High,25,69831,2023-10-26,New Business,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_446,Opportunity 446,LexCorp,APAC,Healthcare,Closed Lost,Medium,71,45729,2024-6-9,New Business,Michael Jones,Service Cloud,Proposal/Quote
OPP_447,Opportunity 447,Acme Corp,North America,Technology,Closed Lost,Low,61,89369,2024-12-3,Upsell,Jane Smith,Marketing Cloud,Qualification
OPP_448,Opportunity 448,Wayne Enterprises,APAC,Finance,New,Low,59,79494,2023-3-26,New Business,Jane Smith,Salesforce,Qualification
OPP_449,Opportunity 449,Wayne Enterprises,APAC,Healthcare,New,Medium,33,65411,2024-3-6,Upsell,Jane Smith,Salesforce,Closed Lost
OPP_450,Opportunity 450,Litware Inc,South America,Finance,Pending,Low,36,88187,2024-3-3,Cross-sell,Michael Jones,Salesforce,Closed Won
OPP_451,Opportunity 451,LexCorp,South America,Technology,New,Low,43,42925,2023-8-1,Upsell,Michael Jones,Service Cloud,Closed Won
OPP_452,Opportunity 452,LexCorp,EMEA,Finance,Pending,Medium,44,46236,2023-10-21,Cross-sell,John Doe,Marketing Cloud,Qualification
OPP_453,Opportunity 453,Acme Corp,EMEA,Healthcare,New,Low,22,88426,2024-7-28,New Business,John Doe,Service Cloud,Proposal/Quote
OPP_454,Opportunity 454,LexCorp,APAC,Healthcare,New,Medium,45,76580,2024-11-8,New Business,John Doe,Service Cloud,Qualification
OPP_455,Opportunity 455,Litware Inc,APAC,Retail,New,Medium,77,29523,2024-7-16,Upsell,Jane Smith,Service Cloud,Closed Won
OPP_456,Opportunity 456,LexCorp,North America,Retail,Closed Won,Medium,40,57232,2024-12-17,New Business,Jane Smith,Service Cloud,Closed Won
OPP_457,Opportunity 457,Litware Inc,South America,Retail,Closed Won,Low,23,30870,2024-12-4,Cross-sell,John Doe,Salesforce,Negotiation
OPP_458,Opportunity 458,Litware Inc,South America,Healthcare,Closed Lost,High,40,61891,2023-8-28,New Business,John Doe,Salesforce,Proposal/Quote
OPP_459,Opportunity 459,Wayne Enterprises,APAC,Healthcare,Pending,Medium,38,64268,2024-7-20,Cross-sell,Michael Jones,Service Cloud,Proposal/Quote
OPP_460,Opportunity 460,Acme Corp,EMEA,Retail,Closed Won,Medium,65,91504,2024-7-6,Cross-sell,Michael Jones,Marketing Cloud,Closed Lost
OPP_461,Opportunity 461,Litware Inc,APAC,Healthcare,New,High,28,61993,2023-2-16,New Business,Michael Jones,Salesforce,Proposal/Quote
OPP_462,Opportunity 462,Litware Inc,EMEA,Healthcare,Pending,Low,89,11931,2024-6-15,New Business,Jane Smith,Salesforce,Qualification
OPP_463,Opportunity 463,Acme Corp,EMEA,Technology,New,Low,50,32663,2024-10-6,Cross-sell,John Doe,Salesforce,Negotiation
OPP_464,Opportunity 464,Litware Inc,North America,Retail,Pending,Low,36,96082,2024-6-13,Upsell,Michael Jones,Service Cloud,Negotiation
OPP_465,Opportunity 465,LexCorp,EMEA,Healthcare,Closed Lost,Low,66,94397,2023-12-15,Cross-sell,John Doe,Service Cloud,Closed Lost
OPP_466,Opportunity 466,Wayne Enterprises,APAC,Healthcare,Closed Won,High,67,83508,2023-3-10,Cross-sell,Michael Jones,Service Cloud,Closed Lost
OPP_467,Opportunity 467,Acme Corp,South America,Finance,Closed Lost,Medium,31,82544,2023-3-14,New Business,Michael Jones,Marketing Cloud,Closed Lost
OPP_468,Opportunity 468,Acme Corp,South America,Retail,Pending,Low,85,87098,2024-9-22,New Business,Michael Jones,Salesforce,Closed Won
OPP_469,Opportunity 469,Acme Corp,EMEA,Finance,Pending,Medium,53,56200,2023-5-19,Upsell,Michael Jones,Service Cloud,Closed Lost
OPP_470,Opportunity 470,LexCorp,North America,Healthcare,New,Medium,51,98981,2024-4-22,Cross-sell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_471,Opportunity 471,Acme Corp,South America,Finance,Pending,Low,60,25783,2023-3-21,Upsell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_472,Opportunity 472,Litware Inc,North America,Retail,Pending,Low,71,48664,2024-7-3,Cross-sell,Michael Jones,Salesforce,Qualification
OPP_473,Opportunity 473,Acme Corp,North America,Finance,New,Low,50,30435,2024-7-5,Cross-sell,John Doe,Salesforce,Proposal/Quote
OPP_474,Opportunity 474,LexCorp,North America,Retail,Closed Won,Medium,90,26346,2023-1-3,New Business,John Doe,Salesforce,Qualification
OPP_475,Opportunity 475,Acme Corp,APAC,Healthcare,Pending,High,26,59320,2024-2-12,New Business,Jane Smith,Salesforce,Closed Won
OPP_476,Opportunity 476,LexCorp,South America,Healthcare,Pending,Medium,57,26296,2024-11-5,Cross-sell,Jane Smith,Salesforce,Negotiation
OPP_477,Opportunity 477,Wayne Enterprises,South America,Technology,New,High,70,97108,2024-2-15,Upsell,Jane Smith,Marketing Cloud,Qualification
OPP_478,Opportunity 478,LexCorp,South America,Healthcare,New,Low,34,95108,2023-10-9,Cross-sell,Michael Jones,Salesforce,Negotiation
OPP_479,Opportunity 479,LexCorp,South America,Finance,Closed Won,High,33,33976,2023-1-18,Upsell,John Doe,Service Cloud,Closed Won
OPP_480,Opportunity 480,Acme Corp,EMEA,Technology,New,Low,33,84991,2024-2-26,Cross-sell,Jane Smith,Salesforce,Negotiation
OPP_481,Opportunity 481,Litware Inc,EMEA,Retail,Pending,Low,83,99999,2024-8-9,Upsell,John Doe,Salesforce,Closed Won
OPP_482,Opportunity 482,Wayne Enterprises,South America,Retail,Closed Lost,Medium,35,41376,2023-6-12,Upsell,John Doe,Salesforce,Proposal/Quote
OPP_483,Opportunity 483,LexCorp,North America,Retail,Closed Lost,High,36,4594,2023-5-28,Cross-sell,Michael Jones,Service Cloud,Negotiation
OPP_484,Opportunity 484,Acme Corp,APAC,Finance,Closed Lost,High,79,46030,2023-12-17,New Business,John Doe,Salesforce,Proposal/Quote
OPP_485,Opportunity 485,Wayne Enterprises,North America,Retail,Pending,Low,56,85367,2024-4-25,New Business,Michael Jones,Salesforce,Proposal/Quote
OPP_486,Opportunity 486,LexCorp,South America,Finance,Pending,Medium,68,10136,2024-2-12,Cross-sell,Jane Smith,Service Cloud,Closed Lost
OPP_487,Opportunity 487,Acme Corp,APAC,Healthcare,Closed Lost,High,52,79361,2023-3-17,New Business,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_488,Opportunity 488,Litware Inc,APAC,Finance,Closed Lost,Low,23,51080,2024-5-1,New Business,John Doe,Salesforce,Qualification
OPP_489,Opportunity 489,LexCorp,EMEA,Finance,Closed Lost,High,85,36135,2024-2-20,Upsell,Michael Jones,Marketing Cloud,Closed Won
OPP_490,Opportunity 490,Wayne Enterprises,South America,Healthcare,New,Medium,83,3048,2024-2-10,Cross-sell,Jane Smith,Marketing Cloud,Qualification
OPP_491,Opportunity 491,Litware Inc,EMEA,Healthcare,New,Medium,79,34045,2023-4-16,Upsell,John Doe,Salesforce,Closed Lost
OPP_492,Opportunity 492,Acme Corp,APAC,Finance,Closed Lost,High,22,67529,2024-4-20,Cross-sell,John Doe,Service Cloud,Closed Won
OPP_493,Opportunity 493,Acme Corp,APAC,Technology,Pending,Low,65,70504,2023-5-12,Upsell,John Doe,Marketing Cloud,Negotiation
OPP_494,Opportunity 494,Wayne Enterprises,South America,Healthcare,New,High,30,59094,2023-10-5,Upsell,Jane Smith,Service Cloud,Qualification
OPP_495,Opportunity 495,Litware Inc,APAC,Healthcare,Closed Lost,Low,43,54548,2024-11-5,New Business,John Doe,Service Cloud,Negotiation
OPP_496,Opportunity 496,Wayne Enterprises,EMEA,Retail,Closed Lost,High,89,6675,2024-2-11,New Business,Jane Smith,Marketing Cloud,Closed Won
OPP_497,Opportunity 497,Litware Inc,APAC,Retail,Closed Won,Medium,22,70491,2024-2-18,New Business,Jane Smith,Marketing Cloud,Closed Won
OPP_498,Opportunity 498,Acme Corp,South America,Healthcare,Pending,Low,41,88051,2023-1-16,Cross-sell,Jane Smith,Marketing Cloud,Closed Lost
OPP_499,Opportunity 499,LexCorp,South America,Healthcare,Closed Won,Medium,44,60384,2024-11-14,New Business,Jane Smith,Service Cloud,Qualification
OPP_500,Opportunity 500,LexCorp,EMEA,Finance,Closed Lost,Low,33,63096,2023-3-25,New Business,Michael Jones,Salesforce,Qualification
OPP_501,Opportunity 501,Wayne Enterprises,EMEA,Healthcare,Closed Won,Low,43,80720,2023-4-4,Upsell,John Doe,Salesforce,Proposal/Quote
OPP_502,Opportunity 502,LexCorp,EMEA,Technology,New,Low,86,30713,2023-6-14,Cross-sell,Michael Jones,Salesforce,Closed Won
OPP_503,Opportunity 503,LexCorp,North America,Finance,New,Medium,78,7476,2024-11-16,Cross-sell,Jane Smith,Marketing Cloud,Closed Lost
OPP_504,Opportunity 504,LexCorp,APAC,Finance,Closed Lost,High,61,30922,2024-5-3,Upsell,Michael Jones,Salesforce,Negotiation
OPP_505,Opportunity 505,LexCorp,North America,Finance,New,Medium,72,2832,2024-1-14,New Business,Michael Jones,Salesforce,Closed Won
OPP_506,Opportunity 506,Litware Inc,North America,Finance,Pending,High,27,97539,2024-6-25,Upsell,Jane Smith,Service Cloud,Qualification
OPP_507,Opportunity 507,LexCorp,EMEA,Healthcare,New,High,21,77868,2024-12-26,Cross-sell,Jane Smith,Marketing Cloud,Closed Lost
OPP_508,Opportunity 508,Litware Inc,South America,Finance,Pending,Medium,40,61044,2024-3-11,New Business,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_509,Opportunity 509,Acme Corp,APAC,Healthcare,Closed Lost,Low,57,24773,2023-10-10,Cross-sell,Jane Smith,Salesforce,Qualification
OPP_510,Opportunity 510,Wayne Enterprises,EMEA,Technology,New,Medium,41,22657,2024-2-16,Cross-sell,Jane Smith,Marketing Cloud,Qualification
OPP_511,Opportunity 511,Acme Corp,North America,Technology,Pending,Medium,42,47239,2024-7-2,New Business,Jane Smith,Service Cloud,Closed Won
OPP_512,Opportunity 512,LexCorp,APAC,Technology,Closed Lost,High,57,64182,2023-9-16,Upsell,John Doe,Salesforce,Closed Lost
OPP_513,Opportunity 513,Acme Corp,APAC,Technology,Closed Lost,High,85,18298,2023-5-15,New Business,Jane Smith,Service Cloud,Qualification
OPP_514,Opportunity 514,Wayne Enterprises,EMEA,Finance,New,High,35,66788,2023-1-15,Cross-sell,Michael Jones,Marketing Cloud,Negotiation
OPP_515,Opportunity 515,Litware Inc,North America,Healthcare,Closed Lost,High,54,47703,2023-4-3,New Business,John Doe,Marketing Cloud,Closed Won
OPP_516,Opportunity 516,LexCorp,South America,Technology,Closed Lost,Medium,49,75661,2024-4-12,New Business,Jane Smith,Marketing Cloud,Qualification
OPP_517,Opportunity 517,Acme Corp,APAC,Technology,Pending,High,30,40103,2024-10-8,Cross-sell,Michael Jones,Service Cloud,Closed Won
OPP_518,Opportunity 518,Wayne Enterprises,North America,Retail,Pending,Medium,31,89044,2023-8-22,New Business,Michael Jones,Service Cloud,Closed Lost
OPP_519,Opportunity 519,Litware Inc,North America,Finance,Closed Lost,High,61,27051,2023-10-20,New Business,John Doe,Salesforce,Qualification
OPP_520,Opportunity 520,Wayne Enterprises,North America,Technology,Closed Won,High,78,53472,2024-6-7,New Business,John Doe,Salesforce,Closed Lost
OPP_521,Opportunity 521,LexCorp,APAC,Finance,Pending,High,39,96690,2023-7-27,Cross-sell,Jane Smith,Salesforce,Closed Won
OPP_522,Opportunity 522,Acme Corp,APAC,Finance,Closed Lost,Medium,55,14879,2023-2-3,Cross-sell,John Doe,Marketing Cloud,Closed Lost
OPP_523,Opportunity 523,LexCorp,EMEA,Retail,Closed Lost,Medium,50,56070,2024-12-15,New Business,Jane Smith,Salesforce,Closed Won
OPP_524,Opportunity 524,Acme Corp,South America,Technology,New,Medium,34,59585,2024-11-26,Cross-sell,Michael Jones,Service Cloud,Proposal/Quote
OPP_525,Opportunity 525,Litware Inc,EMEA,Healthcare,Closed Won,Low,41,74694,2024-2-16,Upsell,John Doe,Service Cloud,Proposal/Quote
OPP_526,Opportunity 526,Wayne Enterprises,North America,Retail,New,High,61,13444,2024-10-1,Cross-sell,Jane Smith,Marketing Cloud,Qualification
OPP_527,Opportunity 527,LexCorp,South America,Retail,New,Medium,41,21565,2024-11-17,Upsell,Michael Jones,Marketing Cloud,Negotiation
OPP_528,Opportunity 528,Wayne Enterprises,South America,Retail,Closed Won,High,42,24653,2024-12-17,New Business,Jane Smith,Salesforce,Proposal/Quote
OPP_529,Opportunity 529,Wayne Enterprises,EMEA,Finance,Closed Lost,Medium,68,23618,2023-6-16,New Business,Michael Jones,Marketing Cloud,Qualification
OPP_530,Opportunity 530,Acme Corp,EMEA,Healthcare,Closed Lost,Low,44,55416,2024-3-9,Upsell,Michael Jones,Salesforce,Closed Won
OPP_531,Opportunity 531,Acme Corp,North America,Healthcare,New,High,73,50027,2023-3-27,Upsell,Jane Smith,Salesforce,Negotiation
OPP_532,Opportunity 532,Litware Inc,North America,Technology,New,Low,59,91656,2023-6-15,Upsell,John Doe,Marketing Cloud,Negotiation
OPP_533,Opportunity 533,Acme Corp,EMEA,Technology,New,Low,62,17068,2023-6-21,Cross-sell,John Doe,Service Cloud,Closed Won
OPP_534,Opportunity 534,LexCorp,North America,Healthcare,Closed Lost,Medium,46,5530,2023-2-16,Upsell,Jane Smith,Marketing Cloud,Negotiation
OPP_535,Opportunity 535,LexCorp,EMEA,Healthcare,Pending,High,82,63943,2023-7-11,New Business,Jane Smith,Marketing Cloud,Negotiation
OPP_536,Opportunity 536,Acme Corp,APAC,Finance,Closed Won,Low,43,11428,2024-11-10,Cross-sell,Jane Smith,Service Cloud,Closed Won
OPP_537,Opportunity 537,LexCorp,EMEA,Finance,Closed Lost,Low,25,76078,2023-10-16,Cross-sell,Michael Jones,Salesforce,Closed Lost
OPP_538,Opportunity 538,Acme Corp,APAC,Healthcare,New,Medium,49,73469,2024-6-6,New Business,John Doe,Salesforce,Negotiation
OPP_539,Opportunity 539,LexCorp,South America,Healthcare,Pending,Medium,62,8058,2023-7-22,Cross-sell,John Doe,Marketing Cloud,Closed Won
OPP_540,Opportunity 540,Litware Inc,EMEA,Finance,Pending,Low,30,79240,2024-4-14,Cross-sell,John Doe,Marketing Cloud,Proposal/Quote
OPP_541,Opportunity 541,Litware Inc,North America,Finance,Closed Lost,Low,63,62924,2024-3-16,Upsell,Jane Smith,Service Cloud,Closed Lost
OPP_542,Opportunity 542,Litware Inc,South America,Healthcare,Closed Won,High,27,65181,2024-2-15,Upsell,Jane Smith,Salesforce,Negotiation
OPP_543,Opportunity 543,Acme Corp,North America,Technology,New,High,60,1607,2024-2-10,Upsell,Michael Jones,Salesforce,Negotiation
OPP_544,Opportunity 544,Wayne Enterprises,North America,Healthcare,Pending,Medium,71,44343,2024-6-26,Cross-sell,Jane Smith,Salesforce,Proposal/Quote
OPP_545,Opportunity 545,Wayne Enterprises,North America,Technology,Closed Won,High,65,44927,2023-6-11,Upsell,Jane Smith,Marketing Cloud,Qualification
OPP_546,Opportunity 546,Wayne Enterprises,APAC,Technology,New,Medium,53,51955,2023-5-9,New Business,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_547,Opportunity 547,Wayne Enterprises,EMEA,Technology,Pending,Low,77,7534,2024-12-17,Upsell,Jane Smith,Salesforce,Proposal/Quote
OPP_548,Opportunity 548,Wayne Enterprises,North America,Retail,Pending,High,29,96922,2023-3-24,Cross-sell,Jane Smith,Service Cloud,Negotiation
OPP_549,Opportunity 549,Wayne Enterprises,North America,Finance,Closed Lost,Low,41,2691,2023-2-3,Cross-sell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_550,Opportunity 550,Wayne Enterprises,North America,Finance,Closed Lost,Low,48,46917,2024-6-28,Upsell,Michael Jones,Salesforce,Closed Won
OPP_551,Opportunity 551,LexCorp,North America,Healthcare,Closed Lost,Low,76,21859,2023-7-24,Cross-sell,John Doe,Service Cloud,Qualification
OPP_552,Opportunity 552,LexCorp,APAC,Retail,Closed Won,High,78,11412,2023-4-18,New Business,Michael Jones,Salesforce,Proposal/Quote
OPP_553,Opportunity 553,Litware Inc,North America,Technology,Pending,High,81,35344,2024-1-10,Cross-sell,Michael Jones,Service Cloud,Negotiation
OPP_554,Opportunity 554,LexCorp,South America,Technology,New,Low,29,99556,2023-4-14,New Business,Jane Smith,Salesforce,Proposal/Quote
